√‹‘ø∏Ò Ω£∫[k1,k0]
No.1	[3,0]
No.3896	[41,97]
No.3897	[43,97]
No.3898	[47,97]
No.3899	[49,97]
No.3900	[51,97]
No.3901	[53,97]
No.3902	[57,97]
No.3903	[59,97]
No.3904	[61,97]
No.3905	[63,97]
No.3906	[67,97]
No.3907	[69,97]
No.3908	[71,97]
No.3909	[73,97]
No.3910	[77,97]
No.3911	[79,97]
No.3912	[81,97]
No.3913	[83,97]
No.3914	[87,97]
No.3915	[89,97]
No.3916	[91,97]
No.3917	[93,97]
No.3918	[97,97]
No.3919	[99,97]
No.3920	[1,98]
No.3921	[3,98]
No.3922	[7,98]
No.3923	[9,98]
No.3924	[11,98]
No.3925	[13,98]
No.3926	[17,98]
No.3927	[19,98]
No.3928	[21,98]
No.3929	[23,98]
No.3930	[27,98]
No.3931	[29,98]
No.3932	[31,98]
No.3933	[33,98]
No.3934	[37,98]
No.3935	[39,98]
No.3936	[41,98]
No.3937	[43,98]
No.3938	[47,98]
No.3939	[49,98]
No.3940	[51,98]
No.3941	[53,98]
No.3942	[57,98]
No.3943	[59,98]
No.3944	[61,98]
No.3945	[63,98]
No.3946	[67,98]
No.3947	[69,98]
No.3948	[71,98]
No.3949	[73,98]
No.3950	[77,98]
No.3951	[79,98]
No.3952	[81,98]
No.3953	[83,98]
No.3954	[87,98]
No.3955	[89,98]
No.3956	[91,98]
No.3957	[93,98]
No.3958	[97,98]
No.3959	[99,98]
No.3960	[1,99]
No.3961	[3,99]
No.3962	[7,99]
No.3963	[9,99]
No.3964	[11,99]
No.3965	[13,99]
No.3966	[17,99]
No.3967	[19,99]
No.3968	[21,99]
No.3969	[23,99]
No.3970	[27,99]
No.3971	[29,99]
No.3972	[31,99]
No.3973	[33,99]
No.3974	[37,99]
No.3975	[39,99]
No.3976	[41,99]
No.3977	[43,99]
No.3978	[47,99]
No.3979	[49,99]
No.3980	[51,99]
No.3981	[53,99]
No.3982	[57,99]
No.3983	[59,99]
No.3984	[61,99]
No.3985	[63,99]
No.3986	[67,99]
No.3987	[69,99]
No.3988	[71,99]
No.3989	[73,99]
No.3990	[77,99]
No.3991	[79,99]
No.3992	[81,99]
No.3993	[83,99]
No.3994	[87,99]
No.3995	[89,99]
No.3996	[91,99]
No.3997	[93,99]
No.3998	[97,99]
No.3999	[99,99]
